stnNm,tm,avgTa,minTa,maxTa,sumRn,avgTs
양산시,2017-06-09,23.4,16.7,31.1,0,27.3
양산시,2018-01-04,2.8,-2.4,6.8,0,0.9
양산시,2018-01-04,2.8,-2.4,6.8,0,0.9
양산시,2018-01-04,2.8,-2.4,6.8,0,0.9
양산시,2018-01-04,2.8,-2.4,6.8,0,0.9
양산시,2018-01-04,2.8,-2.4,6.8,0,0.9
양산시,2018-01-04,2.8,-2.4,6.8,0,0.9
양산시,2018-01-16,5.6,1.0,8.9,16.0,2.8
양산시,2020-11-04,7.0,1.7,15.5,0,6.7
